REPORT_DATE,AGE_GROUP,ENGAGEMENT_CATEGORY,CITYWIDE_COUNT
04/03/2019,21-24 Years,UNDERCARE AWAITING SCHEDULING,6
04/03/2019,21-24 Years,UNENGAGED,19
04/03/2019,21-24 Years,WECARE ASSESSMENT SCHEDULED/P,1056
04/03/2019,21-24 Years,WECARE VOCATIONAL REHABILITAT,19
04/03/2019,21-24 Years,WECARE/CONCURRENT ACTIVITY,6
04/03/2019,21-24 Years,WELLNESS/REHAB PROGRAM,118
03/05/2019,16-17 Years,ACTIVE SINGLE ISSUE CASES,2
03/05/2019,16-17 Years,CONCILIATION/CONFERENCE,1
03/05/2019,16-17 Years,EMPLOYMENT-BUDGETED,12
03/05/2019,16-17 Years,PENDING SUITABLE WEP ASSIGN.,1
03/05/2019,16-17 Years,STUDENT OVER AGE 15,38
03/05/2019,16-17 Years,UNDERCARE AWAITING SCHEDULING,1
03/05/2019,16-17 Years,UNENGAGED,3
03/05/2019,18-20 Years,ACTIVE SINGLE ISSUE CASES,55
03/05/2019,18-20 Years,ASSIGNED JOB SEARCH,185
03/05/2019,18-20 Years,AWAITING CONCILIATION SCHED.,5
03/05/2019,18-20 Years,CALL-IN APPOINTMENT SCHEDULED,324
03/05/2019,18-20 Years,CHILD UNDER 3 MONTHS,9
03/05/2019,18-20 Years,CONCILIATION/CONFERENCE,280
03/05/2019,18-20 Years,DASIS CASES,54
03/05/2019,18-20 Years,EDUCATION/TRAINING,437
03/05/2019,18-20 Years,ELIGIBILITY CALL-IN APPT SCHD,27
03/05/2019,18-20 Years,EMPLOYMENT- GRANT DIVERSION,32
03/05/2019,18-20 Years,EMPLOYMENT-BUDGETED,118
03/05/2019,18-20 Years,EMPLOYMENT-NOT BUDGETED: NO AID TO CONTINUE,29
03/05/2019,18-20 Years,FAIR HEARING (CONTESTING),3
03/05/2019,18-20 Years,FAIR HEARING (NOT CONTESTING),3
03/05/2019,18-20 Years,IN ENGAGEMENT REVIEW PROCESS,4
03/05/2019,18-20 Years,NEEDED AT HOME,19
03/05/2019,18-20 Years,NOI ISSUED,243
03/05/2019,18-20 Years,OTHER WORK ACTIVITY,61
03/05/2019,18-20 Years,PENDING WECARE SCHEDULING/OUT,3
03/05/2019,18-20 Years,RECEIVING SSI,5
03/05/2019,18-20 Years,SSI PENDING/APPEALING,5
03/05/2019,18-20 Years,STUDENT OVER AGE 15,193
03/05/2019,18-20 Years,SUBSTANCE ABUSE & JOB SEARCH,23
03/05/2019,18-20 Years,SUBSTANCE ABUSE & TRAINING,1
03/05/2019,18-20 Years,SUBSTANCE ABUSE RESIDENTIAL,26
03/05/2019,18-20 Years,SUBSTANCE ABUSE TREATMENT,1
03/05/2019,18-20 Years,TEMP. INCAPACITATED - HEALTH,15
03/05/2019,18-20 Years,TEMPORARILY EXEMPT,25
03/05/2019,18-20 Years,UNDERCARE AWAITING SCHEDULING,2
03/05/2019,18-20 Years,UNENGAGED,7
03/05/2019,18-20 Years,WECARE ASSESSMENT SCHEDULED/P,140
03/05/2019,18-20 Years,WECARE VOCATIONAL REHABILITAT,1
03/05/2019,18-20 Years,WELLNESS/REHAB PROGRAM,19
03/05/2019,21-24 Years,ACTIVE SINGLE ISSUE CASES,263
03/05/2019,21-24 Years,ASSIGNED JOB SEARCH,958
03/05/2019,21-24 Years,AWAITING CONCILIATION SCHED.,10
03/05/2019,21-24 Years,CALL-IN APPOINTMENT SCHEDULED,908
03/05/2019,21-24 Years,CHILD UNDER 3 MONTHS,48
03/05/2019,21-24 Years,CONCILIATION/CONFERENCE,791
03/05/2019,21-24 Years,DASIS CASES,481
03/05/2019,21-24 Years,EDUCATION/TRAINING,443
03/05/2019,21-24 Years,ELIGIBILITY CALL-IN APPT SCHD,33
03/05/2019,21-24 Years,EMPLOYMENT- GRANT DIVERSION,202
03/05/2019,21-24 Years,EMPLOYMENT-BUDGETED,852
03/05/2019,21-24 Years,EMPLOYMENT-NOT BUDGETED: NO AID TO CONTINUE,112
03/05/2019,21-24 Years,FAIR HEARING (CONTESTING),14
03/05/2019,21-24 Years,FAIR HEARING (NOT CONTESTING),12
03/05/2019,21-24 Years,FTR/FTC,8
03/05/2019,21-24 Years,IN ENGAGEMENT REVIEW PROCESS,21
03/05/2019,21-24 Years,NEEDED AT HOME,116
03/05/2019,21-24 Years,NOI ISSUED,653
03/05/2019,21-24 Years,OTHER WORK ACTIVITY,123
03/05/2019,21-24 Years,PENDING SUITABLE WEP ASSIGN.,1
03/05/2019,21-24 Years,PENDING WECARE SCHEDULING/OUT,21
03/05/2019,21-24 Years,RECEIVING SSI,33
03/05/2019,21-24 Years,SANCTION IN EFFECT,32
03/05/2019,21-24 Years,SSI PENDING/APPEALING,43
03/05/2019,21-24 Years,SUBSTANCE ABUSE & JOB SEARCH,111
03/05/2019,21-24 Years,SUBSTANCE ABUSE RESIDENTIAL,109
03/05/2019,21-24 Years,SUBSTANCE ABUSE TREATMENT,53
03/05/2019,21-24 Years,TEMP. INCAPACITATED - HEALTH,64
03/05/2019,21-24 Years,TEMPORARILY EXEMPT,162
03/05/2019,21-24 Years,UNDERCARE AWAITING SCHEDULING,5
03/05/2019,21-24 Years,UNENGAGED,12
03/05/2019,21-24 Years,WECARE ASSESSMENT SCHEDULED/P,1087
03/05/2019,21-24 Years,WECARE VOCATIONAL REHABILITAT,11
03/05/2019,21-24 Years,WECARE/CONCURRENT ACTIVITY,6
03/05/2019,21-24 Years,WELLNESS/REHAB PROGRAM,128
02/05/2019,16-17 Years,AWAITING CONCILIATION SCHED.,1
02/05/2019,16-17 Years,EMPLOYMENT-BUDGETED,10
02/05/2019,16-17 Years,IN ENGAGEMENT REVIEW PROCESS,1
02/05/2019,16-17 Years,STUDENT OVER AGE 15,40
02/05/2019,16-17 Years,UNENGAGED,1
02/05/2019,18-20 Years,ACTIVE SINGLE ISSUE CASES,45
02/05/2019,18-20 Years,ASSIGNED JOB SEARCH,179
02/05/2019,18-20 Years,AWAITING CONCILIATION SCHED.,69
02/05/2019,18-20 Years,CALL-IN APPOINTMENT SCHEDULED,753
02/05/2019,18-20 Years,CHILD UNDER 3 MONTHS,9
02/05/2019,18-20 Years,CONCILIATION/CONFERENCE,177
02/05/2019,18-20 Years,DASIS CASES,59
02/05/2019,18-20 Years,EDUCATION/TRAINING,345
02/05/2019,18-20 Years,ELIGIBILITY CALL-IN APPT SCHD,19
02/05/2019,18-20 Years,EMPLOYMENT- GRANT DIVERSION,39
02/05/2019,18-20 Years,EMPLOYMENT-BUDGETED,125
02/05/2019,18-20 Years,EMPLOYMENT-NOT BUDGETED: NO AID TO CONTINUE,40
02/05/2019,18-20 Years,FAIR HEARING (CONTESTING),5
02/05/2019,18-20 Years,FAIR HEARING (NOT CONTESTING),3
02/05/2019,18-20 Years,IN ENGAGEMENT REVIEW PROCESS,5
02/05/2019,18-20 Years,NEEDED AT HOME,19
02/05/2019,18-20 Years,NOI ISSUED,8
02/05/2019,18-20 Years,OTHER WORK ACTIVITY,68
02/05/2019,18-20 Years,PENDING SUITABLE WEP ASSIGN.,1
02/05/2019,18-20 Years,PENDING WECARE SCHEDULING/OUT,119
02/05/2019,18-20 Years,RECEIVING SSI,6
02/05/2019,18-20 Years,SSI PENDING/APPEALING,4
02/05/2019,18-20 Years,STUDENT OVER AGE 15,149
02/05/2019,18-20 Years,SUBSTANCE ABUSE & JOB SEARCH,29
02/05/2019,18-20 Years,SUBSTANCE ABUSE RESIDENTIAL,28
02/05/2019,18-20 Years,TEMP. INCAPACITATED - HEALTH,12
02/05/2019,18-20 Years,TEMPORARILY EXEMPT,25
02/05/2019,18-20 Years,UNDERCARE AWAITING SCHEDULING,6
02/05/2019,18-20 Years,UNENGAGED,6
02/05/2019,18-20 Years,WECARE ASSESSMENT SCHEDULED/P,21
02/05/2019,18-20 Years,WECARE VOCATIONAL REHABILITAT,2
02/05/2019,18-20 Years,WELLNESS/REHAB PROGRAM,21
02/05/2019,21-24 Years,ACTIVE SINGLE ISSUE CASES,273
02/05/2019,21-24 Years,ASSIGNED JOB SEARCH,904
02/05/2019,21-24 Years,AWAITING CONCILIATION SCHED.,117
02/05/2019,21-24 Years,CALL-IN APPOINTMENT SCHEDULED,1887
02/05/2019,21-24 Years,CHILD UNDER 3 MONTHS,31
02/05/2019,21-24 Years,CONCILIATION/CONFERENCE,430
02/05/2019,21-24 Years,DASIS CASES,499
02/05/2019,21-24 Years,EDUCATION/TRAINING,360
02/05/2019,21-24 Years,ELIGIBILITY CALL-IN APPT SCHD,32
02/05/2019,21-24 Years,EMPLOYMENT- GRANT DIVERSION,188
02/05/2019,21-24 Years,EMPLOYMENT-BUDGETED,872
02/05/2019,21-24 Years,EMPLOYMENT-NOT BUDGETED: NO AID TO CONTINUE,126
02/05/2019,21-24 Years,FAIR HEARING (CONTESTING),17
02/05/2019,21-24 Years,FAIR HEARING (NOT CONTESTING),10
02/05/2019,21-24 Years,FTR/FTC,13
02/05/2019,21-24 Years,IN ENGAGEMENT REVIEW PROCESS,23
02/05/2019,21-24 Years,NEEDED AT HOME,116
02/05/2019,21-24 Years,NOI ISSUED,51
02/05/2019,21-24 Years,NULL PIW STATUS,1
02/05/2019,21-24 Years,OTHER WORK ACTIVITY,113
02/05/2019,21-24 Years,PENDING CASAC SCHEDULING/OUT,2
02/05/2019,21-24 Years,PENDING SUITABLE WEP ASSIGN.,2
02/05/2019,21-24 Years,PENDING WECARE SCHEDULING/OUT,853
02/05/2019,21-24 Years,RECEIVING SSI,27
02/05/2019,21-24 Years,SANCTION IN EFFECT,8
02/05/2019,21-24 Years,SSI PENDING/APPEALING,42
02/05/2019,21-24 Years,SUBSTANCE ABUSE & JOB SEARCH,124
02/05/2019,21-24 Years,SUBSTANCE ABUSE RESIDENTIAL,108
02/05/2019,21-24 Years,SUBSTANCE ABUSE TREATMENT,56
02/05/2019,21-24 Years,TEMP. INCAPACITATED - HEALTH,67
02/05/2019,21-24 Years,TEMPORARILY EXEMPT,165
02/05/2019,21-24 Years,UNDERCARE AWAITING SCHEDULING,9
02/05/2019,21-24 Years,UNENGAGED,10
02/05/2019,21-24 Years,WECARE ASSESSMENT SCHEDULED/P,203
02/05/2019,21-24 Years,WECARE VOCATIONAL REHABILITAT,26
02/05/2019,21-24 Years,WECARE/CONCURRENT ACTIVITY,6
02/05/2019,21-24 Years,WELLNESS/REHAB PROGRAM,152
01/03/2019,16-17 Years,CALL-IN APPOINTMENT SCHEDULED,1
01/03/2019,16-17 Years,EMPLOYMENT-BUDGETED,7
01/03/2019,16-17 Years,IN ENGAGEMENT REVIEW PROCESS,1
01/03/2019,16-17 Years,STUDENT OVER AGE 15,44
01/03/2019,16-17 Years,SUBSTANCE ABUSE TREATMENT,1
01/03/2019,18-20 Years,ACTIVE SINGLE ISSUE CASES,73
01/03/2019,18-20 Years,ASSIGNED JOB SEARCH,136
01/03/2019,18-20 Years,AWAITING CONCILIATION SCHED.,34
01/03/2019,18-20 Years,CALL-IN APPOINTMENT SCHEDULED,752
01/03/2019,18-20 Years,CHILD UNDER 3 MONTHS,12
01/03/2019,18-20 Years,CONCILIATION/CONFERENCE,317
01/03/2019,18-20 Years,DASIS CASES,59
01/03/2019,18-20 Years,EDUCATION/TRAINING,277
01/03/2019,18-20 Years,ELIGIBILITY CALL-IN APPT SCHD,19
01/03/2019,18-20 Years,EMPLOYMENT- GRANT DIVERSION,31
01/03/2019,18-20 Years,EMPLOYMENT-BUDGETED,151
01/03/2019,18-20 Years,EMPLOYMENT-NOT BUDGETED: NO AID TO CONTINUE,37
01/03/2019,18-20 Years,FAIR HEARING (CONTESTING),4
01/03/2019,18-20 Years,FAIR HEARING (NOT CONTESTING),2
01/03/2019,18-20 Years,FTR/FTC,1
01/03/2019,18-20 Years,IN ENGAGEMENT REVIEW PROCESS,3
01/03/2019,18-20 Years,NEEDED AT HOME,22
01/03/2019,18-20 Years,NOI ISSUED,20
01/03/2019,18-20 Years,OTHER WORK ACTIVITY,63
01/03/2019,18-20 Years,PENDING SUITABLE WEP ASSIGN.,1
01/03/2019,18-20 Years,PENDING WECARE SCHEDULING/OUT,65
01/03/2019,18-20 Years,RECEIVING SSI,6
01/03/2019,18-20 Years,SANCTION IN EFFECT,1
01/03/2019,18-20 Years,SSI PENDING/APPEALING,5
01/03/2019,18-20 Years,STUDENT OVER AGE 15,121
01/03/2019,18-20 Years,SUBSTANCE ABUSE & JOB SEARCH,28
01/03/2019,18-20 Years,SUBSTANCE ABUSE RESIDENTIAL,30
01/03/2019,18-20 Years,TEMP. INCAPACITATED - HEALTH,21
01/03/2019,18-20 Years,TEMPORARILY EXEMPT,26
01/03/2019,18-20 Years,UNDERCARE AWAITING SCHEDULING,13
01/03/2019,18-20 Years,UNENGAGED,2
01/03/2019,18-20 Years,WECARE ASSESSMENT SCHEDULED/P,47
01/03/2019,18-20 Years,WECARE VOCATIONAL REHABILITAT,6
01/03/2019,18-20 Years,WECARE/COMMUNITY SERVICE,2
01/03/2019,18-20 Years,WECARE/CONCURRENT ACTIVITY,4
01/03/2019,18-20 Years,WELLNESS/REHAB PROGRAM,25
01/03/2019,21-24 Years,ACTIVE SINGLE ISSUE CASES,269
01/03/2019,21-24 Years,AGE 60 OR OVER,1
01/03/2019,21-24 Years,ASSIGNED JOB SEARCH,688
01/03/2019,21-24 Years,AWAITING CONCILIATION SCHED.,103
01/03/2019,21-24 Years,CALL-IN APPOINTMENT SCHEDULED,1813
01/03/2019,21-24 Years,CHILD UNDER 3 MONTHS,52
01/03/2019,21-24 Years,CONCILIATION/CONFERENCE,692
01/03/2019,21-24 Years,DASIS CASES,505
01/03/2019,21-24 Years,EDUCATION/TRAINING,320
01/03/2019,21-24 Years,ELIGIBILITY CALL-IN APPT SCHD,41
01/03/2019,21-24 Years,EMPLOYMENT- GRANT DIVERSION,183
01/03/2019,21-24 Years,EMPLOYMENT-BUDGETED,909
01/03/2019,21-24 Years,EMPLOYMENT-NOT BUDGETED: NO AID TO CONTINUE,124
01/03/2019,21-24 Years,FAIR HEARING (CONTESTING),12
01/03/2019,21-24 Years,FAIR HEARING (NOT CONTESTING),11
01/03/2019,21-24 Years,FTR/FTC,9
01/03/2019,21-24 Years,IN ENGAGEMENT REVIEW PROCESS,21
01/03/2019,21-24 Years,NEEDED AT HOME,109
01/03/2019,21-24 Years,NOI ISSUED,42
01/03/2019,21-24 Years,OTHER WORK ACTIVITY,102
01/03/2019,21-24 Years,PENDING CASAC SCHEDULING/OUT,1
01/03/2019,21-24 Years,PENDING SUITABLE WEP ASSIGN.,3
01/03/2019,21-24 Years,PENDING WECARE SCHEDULING/OUT,605
01/03/2019,21-24 Years,RECEIVING SSI,29
01/03/2019,21-24 Years,SANCTION IN EFFECT,15
01/03/2019,21-24 Years,SSI PENDING/APPEALING,45
01/03/2019,21-24 Years,STUDENT OVER AGE 15,1
01/03/2019,21-24 Years,SUBSTANCE ABUSE & JOB SEARCH,93
01/03/2019,21-24 Years,SUBSTANCE ABUSE CONCURRENT,1
01/03/2019,21-24 Years,SUBSTANCE ABUSE RESIDENTIAL,109
01/03/2019,21-24 Years,SUBSTANCE ABUSE TREATMENT,60
01/03/2019,21-24 Years,TEMP. INCAPACITATED - HEALTH,112
01/03/2019,21-24 Years,TEMPORARILY EXEMPT,161
01/03/2019,21-24 Years,UNDERCARE AWAITING SCHEDULING,22
01/03/2019,21-24 Years,UNENGAGED,6
01/03/2019,21-24 Years,WAGE SUBSIDY,1
01/03/2019,21-24 Years,WECARE ASSESSMENT SCHEDULED/P,298
01/03/2019,21-24 Years,WECARE VOCATIONAL REHABILITAT,48
01/03/2019,21-24 Years,WECARE/COMMUNITY SERVICE,26
01/03/2019,21-24 Years,WECARE/CONCURRENT ACTIVITY,30
01/03/2019,21-24 Years,WELLNESS/REHAB PROGRAM,186
12/04/2018,18-20 Years,WELLNESS/REHAB PROGRAM,24
12/04/2018,18-20 Years,TEMPORARILY EXEMPT,27
12/04/2018,18-20 Years,UNENGAGED,5
12/04/2018,21-24 Years,WECARE/CONCURRENT ACTIVITY,33
12/04/2018,21-24 Years,NOI ISSUED,35
12/04/2018,18-20 Years,PENDING SUITABLE WEP ASSIGN.,1
12/04/2018,18-20 Years,TEMP. INCAPACITATED - HEALTH,22
12/04/2018,21-24 Years,AGE 60 OR OVER,1
12/04/2018,18-20 Years,STUDENT OVER AGE 15,30
12/04/2018,21-24 Years,TEMP. INCAPACITATED - HEALTH,110
12/04/2018,16-17 Years,IN ENGAGEMENT REVIEW PROCESS,1
12/04/2018,21-24 Years,SUBSTANCE ABUSE & JOB SEARCH,102
12/04/2018,16-17 Years,CONCILIATION/CONFERENCE,1
12/04/2018,16-17 Years,SUBSTANCE ABUSE RESIDENTIAL,1
12/04/2018,21-24 Years,WECARE VOCATIONAL REHABILITAT,58
12/04/2018,21-24 Years,IN ENGAGEMENT REVIEW PROCESS,20
12/04/2018,21-24 Years,WECARE ASSESSMENT SCHEDULED/P,441
12/04/2018,21-24 Years,PENDING WECARE SCHEDULING/OUT,453
12/04/2018,21-24 Years,EMPLOYMENT- GRANT DIVERSION,176
12/04/2018,21-24 Years,WELLNESS/REHAB PROGRAM,194
12/04/2018,18-20 Years,ASSIGNED JOB SEARCH,129
12/04/2018,18-20 Years,CHILD UNDER 3 MONTHS,11
12/04/2018,21-24 Years,NEEDED AT HOME,115
12/04/2018,18-20 Years,FAIR HEARING (CONTESTING),6
12/04/2018,18-20 Years,OTHER WORK ACTIVITY,58
12/04/2018,16-17 Years,ACTIVE SINGLE ISSUE CASES,1
12/04/2018,18-20 Years,WECARE/COMMUNITY SERVICE,3
12/04/2018,21-24 Years,EMPLOYMENT-NOT BUDGETED: NO AID TO CONTINUE,155
12/04/2018,18-20 Years,UNDERCARE AWAITING SCHEDULING,51
12/04/2018,18-20 Years,IN ENGAGEMENT REVIEW PROCESS,5
12/04/2018,18-20 Years,FAIR HEARING (NOT CONTESTING),2
12/04/2018,21-24 Years,CALL-IN APPOINTMENT SCHEDULED,1659
12/04/2018,16-17 Years,STUDENT OVER AGE 15,50
12/04/2018,16-17 Years,EMPLOYMENT-BUDGETED,17
12/04/2018,21-24 Years,STUDENT OVER AGE 15,1
12/04/2018,18-20 Years,ELIGIBILITY CALL-IN APPT SCHD,14
12/04/2018,18-20 Years,SANCTION IN EFFECT,1
12/04/2018,21-24 Years,PENDING SUITABLE WEP ASSIGN.,2
12/04/2018,21-24 Years,CONCILIATION/CONFERENCE,794
12/04/2018,18-20 Years,WECARE VOCATIONAL REHABILITAT,8
12/04/2018,18-20 Years,WECARE ASSESSMENT SCHEDULED/P,51
12/04/2018,21-24 Years,ACTIVE SINGLE ISSUE CASES,342
12/04/2018,21-24 Years,SANCTION IN EFFECT,16
12/04/2018,21-24 Years,UNDERCARE AWAITING SCHEDULING,30
12/04/2018,18-20 Years,NEEDED AT HOME,25
12/04/2018,18-20 Years,PENDING WECARE SCHEDULING/OUT,47
12/04/2018,18-20 Years,NOI ISSUED,15
12/04/2018,21-24 Years,DASIS CASES,523
12/04/2018,18-20 Years,FTR/FTC,1
12/04/2018,21-24 Years,PENDING CASAC SCHEDULING/OUT,6
12/04/2018,18-20 Years,ACTIVE SINGLE ISSUE CASES,75
12/04/2018,18-20 Years,RECEIVING SSI,5
12/04/2018,21-24 Years,AWAITING CONCILIATION SCHED.,87
12/04/2018,18-20 Years,AWAITING CONCILIATION SCHED.,25
12/04/2018,21-24 Years,EDUCATION/TRAINING,585
12/04/2018,18-20 Years,EMPLOYMENT- GRANT DIVERSION,36
12/04/2018,21-24 Years,SUBSTANCE ABUSE TREATMENT,61
12/04/2018,21-24 Years,EMPLOYMENT-BUDGETED,885
12/04/2018,21-24 Years,SUBSTANCE ABUSE RESIDENTIAL,102
12/04/2018,21-24 Years,SSI PENDING/APPEALING,55
12/04/2018,21-24 Years,FAIR HEARING (CONTESTING),13
12/04/2018,21-24 Years,OTHER WORK ACTIVITY,120
12/04/2018,21-24 Years,FTR/FTC,6
12/04/2018,18-20 Years,CALL-IN APPOINTMENT SCHEDULED,722
12/04/2018,18-20 Years,SUBSTANCE ABUSE & JOB SEARCH,13
12/04/2018,18-20 Years,SSI PENDING/APPEALING,5
12/04/2018,21-24 Years,TEMPORARILY EXEMPT,161
12/04/2018,18-20 Years,SUBSTANCE ABUSE RESIDENTIAL,28
12/04/2018,18-20 Years,EMPLOYMENT-NOT BUDGETED: NO AID TO CONTINUE,42
12/04/2018,21-24 Years,ELIGIBILITY CALL-IN APPT SCHD,35
12/04/2018,21-24 Years,WECARE/COMMUNITY SERVICE,18
12/04/2018,18-20 Years,WECARE/CONCURRENT ACTIVITY,3
12/04/2018,18-20 Years,EMPLOYMENT-BUDGETED,146
12/04/2018,21-24 Years,RECEIVING SSI,28
12/04/2018,18-20 Years,DASIS CASES,59
12/04/2018,21-24 Years,CHILD UNDER 3 MONTHS,61
12/04/2018,21-24 Years,UNENGAGED,13
12/04/2018,21-24 Years,FAIR HEARING (NOT CONTESTING),9
12/04/2018,21-24 Years,ASSIGNED JOB SEARCH,747
12/04/2018,18-20 Years,EDUCATION/TRAINING,488
12/04/2018,18-20 Years,CONCILIATION/CONFERENCE,309
11/07/2018,21-24 Years,NOI ISSUED,32
11/07/2018,18-20 Years,IN ENGAGEMENT REVIEW PROCESS,4
11/07/2018,18-20 Years,UNDERCARE AWAITING SCHEDULING,1
11/07/2018,21-24 Years,WECARE/CONCURRENT ACTIVITY,35
11/07/2018,18-20 Years,UNENGAGED,9
11/07/2018,18-20 Years,WECARE ASSESSMENT SCHEDULED/P,63
11/07/2018,18-20 Years,STUDENT OVER AGE 15,222
11/07/2018,21-24 Years,SUBSTANCE ABUSE TREATMENT,64
11/07/2018,18-20 Years,ELIGIBILITY CALL-IN APPT SCHD,17
11/07/2018,21-24 Years,OTHER WORK ACTIVITY,119
11/07/2018,16-17 Years,SUBSTANCE ABUSE RESIDENTIAL,3
11/07/2018,21-24 Years,WELLNESS/REHAB PROGRAM,209
11/07/2018,21-24 Years,STUDENT OVER AGE 15,1
11/07/2018,21-24 Years,UNDERCARE AWAITING SCHEDULING,11
11/07/2018,16-17 Years,EMPLOYMENT-BUDGETED,18
11/07/2018,21-24 Years,UNENGAGED,15
11/07/2018,21-24 Years,EDUCATION/TRAINING,532
11/07/2018,18-20 Years,SUBSTANCE ABUSE TREATMENT,2
11/07/2018,21-24 Years,EMPLOYMENT-NOT BUDGETED: NO AID TO CONTINUE,180
11/07/2018,21-24 Years,WECARE ASSESSMENT SCHEDULED/P,493
11/07/2018,21-24 Years,PENDING WECARE SCHEDULING/OUT,351
11/07/2018,18-20 Years,TEMPORARILY EXEMPT,27
11/07/2018,21-24 Years,NEEDED AT HOME,112
11/07/2018,18-20 Years,WELLNESS/REHAB PROGRAM,25
11/07/2018,18-20 Years,FAIR HEARING (NOT CONTESTING),2
11/07/2018,21-24 Years,CONCILIATION/CONFERENCE,775
11/07/2018,21-24 Years,SUBSTANCE ABUSE RESIDENTIAL,103
11/07/2018,18-20 Years,SUBSTANCE ABUSE & JOB SEARCH,26
11/07/2018,18-20 Years,EMPLOYMENT-BUDGETED,138
11/07/2018,18-20 Years,WECARE/COMMUNITY SERVICE,7
11/07/2018,18-20 Years,NOI ISSUED,12
11/07/2018,18-20 Years,WECARE/CONCURRENT ACTIVITY,2
11/07/2018,18-20 Years,RECEIVING SSI,8
11/07/2018,21-24 Years,SUBSTANCE ABUSE & JOB SEARCH,70
11/07/2018,21-24 Years,WECARE/COMMUNITY SERVICE,23
11/07/2018,16-17 Years,ELIGIBILITY CALL-IN APPT SCHD,1
11/07/2018,18-20 Years,SUBSTANCE ABUSE RESIDENTIAL,29
11/07/2018,21-24 Years,ACTIVE SINGLE ISSUE CASES,354
11/07/2018,18-20 Years,SSI PENDING/APPEALING,5
11/07/2018,21-24 Years,CALL-IN APPOINTMENT SCHEDULED,1683
11/07/2018,18-20 Years,PENDING WECARE SCHEDULING/OUT,38
11/07/2018,18-20 Years,CHILD UNDER 3 MONTHS,16
11/07/2018,21-24 Years,TEMPORARILY EXEMPT,161
11/07/2018,21-24 Years,EMPLOYMENT-BUDGETED,838
11/07/2018,18-20 Years,EMPLOYMENT-NOT BUDGETED: NO AID TO CONTINUE,55
11/07/2018,21-24 Years,ELIGIBILITY CALL-IN APPT SCHD,40
11/07/2018,21-24 Years,CHILD UNDER 3 MONTHS,58
11/07/2018,21-24 Years,IN ENGAGEMENT REVIEW PROCESS,24
11/07/2018,18-20 Years,SANCTION IN EFFECT,1
11/07/2018,21-24 Years,TEMP. INCAPACITATED - HEALTH,99
11/07/2018,18-20 Years,CONCILIATION/CONFERENCE,283
11/07/2018,21-24 Years,PENDING CASAC SCHEDULING/OUT,6
11/07/2018,18-20 Years,DASIS CASES,63
11/07/2018,18-20 Years,EDUCATION/TRAINING,426
11/07/2018,16-17 Years,STUDENT OVER AGE 15,51
11/07/2018,21-24 Years,FAIR HEARING (NOT CONTESTING),10
11/07/2018,18-20 Years,NEEDED AT HOME,24
11/07/2018,21-24 Years,ASSIGNED JOB SEARCH,813
11/07/2018,18-20 Years,CALL-IN APPOINTMENT SCHEDULED,626
11/07/2018,21-24 Years,DASIS CASES,517
11/07/2018,18-20 Years,WECARE VOCATIONAL REHABILITAT,9
11/07/2018,18-20 Years,FAIR HEARING (CONTESTING),6
11/07/2018,18-20 Years,AWAITING CONCILIATION SCHED.,22
11/07/2018,21-24 Years,AGE 60 OR OVER,1
11/07/2018,21-24 Years,EMPLOYMENT- GRANT DIVERSION,171
11/07/2018,21-24 Years,FAIR HEARING (CONTESTING),14
11/07/2018,18-20 Years,EMPLOYMENT- GRANT DIVERSION,40
11/07/2018,18-20 Years,TEMP. INCAPACITATED - HEALTH,21
11/07/2018,18-20 Years,ASSIGNED JOB SEARCH,141
11/07/2018,16-17 Years,CALL-IN APPOINTMENT SCHEDULED,2
11/07/2018,21-24 Years,FTR/FTC,10
11/07/2018,21-24 Years,AWAITING CONCILIATION SCHED.,55
11/07/2018,21-24 Years,SANCTION IN EFFECT,13
11/07/2018,21-24 Years,WECARE VOCATIONAL REHABILITAT,75
11/07/2018,18-20 Years,ACTIVE SINGLE ISSUE CASES,83
11/07/2018,21-24 Years,RECEIVING SSI,29
11/07/2018,18-20 Years,OTHER WORK ACTIVITY,62
11/07/2018,21-24 Years,SSI PENDING/APPEALING,56
10/04/2018,21-24 Years,WELLNESS/REHAB PROGRAM,208
10/04/2018,16-17 Years,SUBSTANCE ABUSE RESIDENTIAL,3
10/04/2018,21-24 Years,WECARE & SUBSTANCE ABUSE,1
10/04/2018,21-24 Years,SUBSTANCE ABUSE & JOB SEARCH,51
10/04/2018,18-20 Years,FAIR HEARING (NOT CONTESTING),1
10/04/2018,21-24 Years,TEMPORARILY EXEMPT,166
10/04/2018,18-20 Years,CHILD UNDER 3 MONTHS,18
10/04/2018,18-20 Years,NEEDED AT HOME,21
10/04/2018,21-24 Years,UNENGAGED,30
10/04/2018,16-17 Years,ASSIGNED JOB SEARCH,2
10/04/2018,18-20 Years,RECEIVING SSI,10
10/04/2018,21-24 Years,PENDING SUITABLE WEP ASSIGN.,3
10/04/2018,21-24 Years,RECEIVING SSI,23
10/04/2018,21-24 Years,IN ENGAGEMENT REVIEW PROCESS,30
10/04/2018,18-20 Years,WECARE ASSESSMENT SCHEDULED/P,81
10/04/2018,16-17 Years,STUDENT OVER AGE 15,47
10/04/2018,21-24 Years,SSI PENDING/APPEALING,60
10/04/2018,18-20 Years,EMPLOYMENT-NOT BUDGETED: NO AID TO CONTINUE,52
10/04/2018,21-24 Years,FAIR HEARING (NOT CONTESTING),6
10/04/2018,21-24 Years,CHILD UNDER 3 MONTHS,91
